id,token,bio_tag
24.0,passing,O
24.0,an,O
24.0,order,B-DOCUMENT
24.0,of,O
24.0,detention,O
24.0,under,O
24.0,Section,B-SECTION
24.0,3,I-SECTION
24.0,of,I-SECTION
24.0,the,I-SECTION
24.0,NSA.,I-SECTION
24.0,Another,I-SECTION
24.0,ground,I-SECTION
24.0,urged,I-SECTION
24.0,is,I-SECTION
24.0,that,I-SECTION
24.0,the,I-SECTION
24.0,representation,I-SECTION
24.0,made,I-SECTION
24.0,by,I-SECTION
24.0,the,I-SECTION
24.0,detenu,I-SECTION
24.0,having,I-SECTION
24.0,not,I-SECTION
24.0,been,I-SECTION
24.0,disposed,I-SECTION
24.0,of,I-SECTION
24.0,by,I-SECTION
24.0,the,I-SECTION
24.0,respondent,B-DESIGNATION
24.0,No.1,B-SECTION
24.0,i.e.,I-SECTION
24.0,the,I-SECTION
24.0,Government,I-SECTION
24.0,of,I-SECTION
24.0,"Manipur,",I-SECTION
24.0,on,I-SECTION
24.0,that,I-SECTION
24.0,ground,I-SECTION
24.0,"alone,",I-SECTION
24.0,the,I-SECTION
24.0,impugned,I-SECTION
24.0,order,I-SECTION
24.0,of,I-SECTION
24.0,detention,I-SECTION
24.0,is,I-SECTION
24.0,liable,I-SECTION
24.0,to,I-SECTION
24.0,be,I-SECTION
24.0,interfered,I-SECTION
24.0,with.,I-SECTION
24.0,In,I-SECTION
24.0,this,I-SECTION
24.0,"connection,",I-SECTION
24.0,the,I-SECTION
24.0,learned,I-SECTION
24.0,counsel,I-SECTION
24.0,for,I-SECTION
24.0,the,I-SECTION
24.0,petitioner,B-DESIGNATION
24.0,has,B-SECTION
24.0,referred,I-SECTION
24.0,to,I-SECTION
24.0,the,I-SECTION
24.0,statement,I-SECTION
24.0,made,I-SECTION
24.0,in,I-SECTION
24.0,paragraph,I-SECTION
24.0,17,I-SECTION
24.0,of,I-SECTION
24.0,the,I-SECTION
24.0,writ,I-SECTION
24.0,"petition,",I-SECTION
,,O
25.0,This,O
25.0,appeal,B-DOCUMENT
25.0,is,O
25.0,directed,O
25.0,against,O
25.0,the,O
25.0,judgment,B-DOCUMENT
25.0,and,O
25.0,"order,",B-DOCUMENT
25.0,dated,O
25.0,"06-09-2007,",B-DATE
25.0,passed,O
25.0,by,O
25.0,the,O
25.0,learned,O
25.0,Sessions,O
25.0,"Judge,",B-LEGAL_ROLE
25.0,"Dibrugarh,",O
25.0,in,O
25.0,Sessions,O
25.0,Case,B-CASE_NUMBER
25.0,No.,I-CASE_NUMBER
25.0,142,I-CASE_NUMBER
25.0,of,O
25.0,"2002,",O
25.0,convicting,O
25.0,the,O
25.0,"accused-appellant,",O
25.0,"namely,",O
25.0,Munu,O
25.0,"Mura,",O
25.0,under,O
25.0,Sections,B-SECTION
25.0,302,I-SECTION
25.0,and,I-SECTION
25.0,201,I-SECTION
25.0,read,I-SECTION
25.0,with,I-SECTION
25.0,Section,B-SECTION
25.0,34,I-SECTION
25.0,IPC,B-LAW
25.0,and,B-SECTION
25.0,sentencing,I-SECTION
25.0,him,I-SECTION
25.0,to,I-SECTION
25.0,"undergo,",I-SECTION
25.0,for,I-SECTION
25.0,his,I-SECTION
25.0,conviction,I-SECTION
25.0,under,I-SECTION
25.0,Section,B-SECTION
25.0,302,I-SECTION
25.0,read,I-SECTION
25.0,with,I-SECTION
25.0,Section,B-SECTION
25.0,34,I-SECTION
25.0,"IPC,",I-SECTION
25.0,imprisonment,I-SECTION
25.0,for,I-SECTION
25.0,life,I-SECTION
25.0,and,I-SECTION
25.0,pay,I-SECTION
25.0,a,I-SECTION
25.0,fine,I-SECTION
25.0,of,I-SECTION
25.0,"Rs.5,000/-",I-SECTION
25.0,"and,",I-SECTION
25.0,in,I-SECTION
25.0,default,I-SECTION
25.0,of,I-SECTION
25.0,payment,I-SECTION
25.0,of,I-SECTION
25.0,"fine,",I-SECTION
25.0,suffer,I-SECTION
25.0,rigorous,I-SECTION
25.0,imprisonment,I-SECTION
25.0,for,I-SECTION
25.0,a,I-SECTION
25.0,period,I-SECTION
25.0,of,I-SECTION
25.0,two,I-SECTION
25.0,months,I-SECTION
25.0,and,I-SECTION
25.0,to,I-SECTION
25.0,further,I-SECTION
25.0,"undergo,",I-SECTION
25.0,for,I-SECTION
25.0,his,I-SECTION
25.0,conviction,I-SECTION
25.0,under,I-SECTION
25.0,Section,B-SECTION
25.0,201,I-SECTION
25.0,read,I-SECTION
25.0,with,I-SECTION
25.0,Section,B-SECTION
25.0,34,I-SECTION
25.0,"IPC,",I-SECTION
25.0,rigorous,I-SECTION
25.0,imprisonment,I-SECTION
25.0,for,I-SECTION
25.0,two,I-SECTION
25.0,"years,",I-SECTION
25.0,both,I-SECTION
25.0,the,I-SECTION
25.0,sentences,I-SECTION
25.0,having,I-SECTION
25.0,been,I-SECTION
25.0,directed,I-SECTION
25.0,to,I-SECTION
25.0,run,I-SECTION
25.0,concurrently.,I-SECTION
,,O
26.0,This,O
26.0,appeal,B-DOCUMENT
26.0,has,O
26.0,been,O
26.0,preferred,O
26.0,against,O
26.0,the,O
26.0,judgment,B-DOCUMENT
26.0,and,O
26.0,"order,",B-DOCUMENT
26.0,dated,O
26.0,"22-02-2008,",B-DATE
26.0,"passed,",O
26.0,by,O
26.0,the,O
26.0,learned,O
26.0,Sessions,O
26.0,"Judge,",B-LEGAL_ROLE
26.0,"Darrang,",O
26.0,"Mangaldoi,",O
26.0,in,O
26.0,Sessions,O
26.0,Case,B-CASE_NUMBER
26.0,No.,I-CASE_NUMBER
26.0,11,I-CASE_NUMBER
26.0,(DM),I-CASE_NUMBER
26.0,"2006,",I-CASE_NUMBER
26.0,convicting,O
26.0,the,O
26.0,"accused-appellant,",O
26.0,under,O
26.0,Section,B-SECTION
26.0,302,I-SECTION
26.0,IPC,B-LAW
26.0,and,B-SECTION
26.0,sentencing,I-SECTION
26.0,him,I-SECTION
26.0,to,I-SECTION
26.0,suffer,I-SECTION
26.0,imprisonment,I-SECTION
26.0,for,I-SECTION
26.0,life,I-SECTION
26.0,and,I-SECTION
26.0,pay,I-SECTION
26.0,fine,I-SECTION
26.0,of,I-SECTION
26.0,"Rs.5,000/-",I-SECTION
26.0,"and,",I-SECTION
26.0,in,I-SECTION
26.0,default,I-SECTION
26.0,of,I-SECTION
26.0,payment,I-SECTION
26.0,of,I-SECTION
26.0,"fine,",I-SECTION
26.0,suffer,I-SECTION
26.0,rigorous,I-SECTION
26.0,imprisonment,I-SECTION
26.0,for,I-SECTION
26.0,a,I-SECTION
26.0,period,I-SECTION
26.0,of,I-SECTION
26.0,three,I-SECTION
26.0,months.,I-SECTION
,,O
27.0,Age,O
27.0,is,O
27.0,the,O
27.0,important,O
27.0,factor,O
27.0,in,O
27.0,the,O
27.0,case,B-CASE_NUMBER
27.0,involving,O
27.0,offence,O
27.0,of,O
27.0,rape,O
27.0,under,O
27.0,Section,B-SECTION
27.0,376,I-SECTION
27.0,IPC.,I-SECTION
27.0,As,I-SECTION
27.0,per,I-SECTION
27.0,medical,I-SECTION
27.0,evidence,I-SECTION
27.0,led,I-SECTION
27.0,by,I-SECTION
27.0,PW-7,I-SECTION
27.0,the,I-SECTION
27.0,prosecutrix,I-SECTION
27.0,was,I-SECTION
27.0,medically,I-SECTION
27.0,examined,I-SECTION
27.0,by,I-SECTION
27.0,him,I-SECTION
27.0,on,I-SECTION
27.0,19.3.2008,B-DATE
27.0,in,B-SECTION
27.0,the,I-SECTION
27.0,Dhemaji,I-SECTION
27.0,Civil,I-SECTION
27.0,Hospital.,I-SECTION
27.0,As,I-SECTION
27.0,per,I-SECTION
27.0,X-ray,I-SECTION
27.0,report,I-SECTION
27.0,her,I-SECTION
27.0,age,I-SECTION
27.0,was,I-SECTION
27.0,about,I-SECTION
27.0,18,I-SECTION
27.0,years,I-SECTION
27.0,and,I-SECTION
27.0,below,I-SECTION
27.0,20,I-SECTION
27.0,years.,I-SECTION
27.0,The,I-SECTION
27.0,"occurrence,",I-SECTION
27.0,as,I-SECTION
27.0,per,I-SECTION
27.0,FIR,B-DOCUMENT
27.0,filed,B-SECTION
27.0,by,I-SECTION
27.0,the,I-SECTION
27.0,prosecutrix,I-SECTION
27.0,"herself,",I-SECTION
27.0,took,I-SECTION
27.0,place,I-SECTION
27.0,some,I-SECTION
27.0,time,I-SECTION
27.0,in,I-SECTION
27.0,the,I-SECTION
27.0,last,I-SECTION
27.0,part,I-SECTION
27.0,of,I-SECTION
27.0,2007,I-SECTION
27.0,and,I-SECTION
27.0,she,I-SECTION
27.0,was,I-SECTION
27.0,above,I-SECTION
27.0,16,I-SECTION
27.0,years,I-SECTION
27.0,of,I-SECTION
27.0,age,I-SECTION
27.0,at,I-SECTION
27.0,the,I-SECTION
27.0,time,I-SECTION
27.0,of,I-SECTION
27.0,occurrence.,I-SECTION
27.0,The,I-SECTION
27.0,medical,I-SECTION
27.0,officer,I-SECTION
27.0,prepared,I-SECTION
27.0,the,I-SECTION
27.0,medical,I-SECTION
27.0,report,I-SECTION
27.0,Ext.2,I-SECTION
27.0,"recording,",I-SECTION
27.0,amongst,I-SECTION
27.0,"other,",I-SECTION
27.0,the,I-SECTION
27.0,age,I-SECTION
27.0,of,I-SECTION
27.0,the,I-SECTION
27.0,prosecutrix,I-SECTION
27.0,and,I-SECTION
27.0,also,I-SECTION
27.0,stating,I-SECTION
27.0,that,I-SECTION
27.0,she,I-SECTION
27.0,was,I-SECTION
27.0,pregnant,I-SECTION
27.0,of,I-SECTION
27.0,16,I-SECTION
27.0,weeks,I-SECTION
27.0,with,I-SECTION
27.0,live,I-SECTION
27.0,active,I-SECTION
27.0,foetus.,I-SECTION
27.0,In,I-SECTION
27.0,view,I-SECTION
27.0,of,I-SECTION
27.0,the,I-SECTION
27.0,above,I-SECTION
27.0,medical,I-SECTION
27.0,"report,",I-SECTION
27.0,it,I-SECTION
27.0,is,I-SECTION
27.0,established,I-SECTION
27.0,that,I-SECTION
27.0,the,I-SECTION
27.0,victim,I-SECTION
27.0,girl,I-SECTION
27.0,was,I-SECTION
27.0,not,I-SECTION
27.0,minor,I-SECTION
27.0,at,I-SECTION
27.0,the,I-SECTION
27.0,time,I-SECTION
27.0,of,I-SECTION
27.0,occurrence.,I-SECTION
27.0,As,I-SECTION
27.0,she,I-SECTION
27.0,was,I-SECTION
27.0,above,I-SECTION
27.0,16,I-SECTION
27.0,years,I-SECTION
27.0,of,I-SECTION
27.0,age,I-SECTION
27.0,she,I-SECTION
27.0,attained,I-SECTION
27.0,the,I-SECTION
27.0,age,I-SECTION
27.0,of,I-SECTION
27.0,consent.,I-SECTION
,,O
28.0,This,O
28.0,is,O
28.0,an,O
28.0,appeal,B-DOCUMENT
28.0,against,O
28.0,the,O
28.0,judgement,B-DOCUMENT
28.0,and,O
28.0,"order,",B-DOCUMENT
28.0,dated,O
28.0,"30.01.2008,",B-DATE
28.0,"passed,",O
28.0,in,O
28.0,Sessions,O
28.0,Case,B-CASE_NUMBER
28.0,No.,I-CASE_NUMBER
28.0,"113/2003,",I-CASE_NUMBER
28.0,by,O
28.0,the,O
28.0,learned,O
28.0,Additional,O
28.0,Sessions,O
28.0,Judge,B-DESIGNATION
28.0,"(FTC),",O
28.0,"Dibrugarh,",O
28.0,convicting,O
28.0,the,O
28.0,two,O
28.0,"accused-appellants,",O
28.0,"namely,",O
28.0,Ratneswar,B-PERSON
28.0,Konwar,I-PERSON
28.0,and,O
28.0,Smt.,O
28.0,Jaya,O
28.0,"Gogoi,",O
28.0,under,O
28.0,Sections,B-SECTION
28.0,302,I-SECTION
28.0,and,I-SECTION
28.0,201,I-SECTION
28.0,read,I-SECTION
28.0,with,I-SECTION
28.0,Section,B-SECTION
28.0,34,I-SECTION
28.0,"IPC,",I-SECTION
28.0,and,I-SECTION
28.0,sentencing,I-SECTION
28.0,each,I-SECTION
28.0,of,I-SECTION
28.0,them,I-SECTION
28.0,to,I-SECTION
28.0,"undergo,",I-SECTION
28.0,for,I-SECTION
28.0,their,I-SECTION
28.0,conviction,I-SECTION
28.0,under,I-SECTION
28.0,Section,B-SECTION
28.0,302,I-SECTION
28.0,read,I-SECTION
28.0,with,I-SECTION
28.0,Section,B-SECTION
28.0,34,I-SECTION
28.0,"IPC,",I-SECTION
28.0,imprisonment,I-SECTION
28.0,for,I-SECTION
28.0,life,I-SECTION
28.0,with,I-SECTION
28.0,fine,I-SECTION
28.0,of,I-SECTION
28.0,Rs.,I-SECTION
28.0,"2,000/-",I-SECTION
28.0,"and,",I-SECTION
28.0,in,I-SECTION
28.0,default,I-SECTION
28.0,of,I-SECTION
28.0,payment,I-SECTION
28.0,of,I-SECTION
28.0,"fine,",I-SECTION
28.0,suffer,I-SECTION
28.0,rigorous,I-SECTION
28.0,imprisonment,I-SECTION
28.0,for,I-SECTION
28.0,another,I-SECTION
28.0,two,I-SECTION
28.0,months,I-SECTION
28.0,and,I-SECTION
28.0,also,I-SECTION
28.0,to,I-SECTION
28.0,"undergo,",I-SECTION
28.0,for,I-SECTION
28.0,their,I-SECTION
28.0,conviction,I-SECTION
28.0,under,I-SECTION
28.0,Section,B-SECTION
28.0,201,I-SECTION
28.0,read,I-SECTION
28.0,with,I-SECTION
28.0,Section,B-SECTION
28.0,34,I-SECTION
28.0,"IPC,",I-SECTION
28.0,rigorous,I-SECTION
28.0,imprisonment,I-SECTION
28.0,for,I-SECTION
28.0,5,I-SECTION
28.0,(five),I-SECTION
28.0,years,I-SECTION
28.0,and,I-SECTION
28.0,pay,I-SECTION
28.0,fine,I-SECTION
28.0,of,I-SECTION
28.0,Rs.,I-SECTION
28.0,"1,000/-",I-SECTION
28.0,"and,",I-SECTION
28.0,in,I-SECTION
28.0,default,I-SECTION
28.0,of,I-SECTION
28.0,payment,I-SECTION
28.0,of,I-SECTION
28.0,"fine,",I-SECTION
28.0,suffer,I-SECTION
28.0,rigorous,I-SECTION
28.0,imprisonment,I-SECTION
28.0,for,I-SECTION
28.0,1,I-SECTION
28.0,(one),I-SECTION
28.0,"month,",I-SECTION
28.0,both,I-SECTION
28.0,the,I-SECTION
28.0,sentences,I-SECTION
28.0,having,I-SECTION
28.0,been,I-SECTION
28.0,directed,I-SECTION
28.0,to,I-SECTION
28.0,run,I-SECTION
28.0,concurrently.,I-SECTION
,,O
29.0,Page,O
29.0,2,O
29.0,of,O
29.0,2,O
29.0,metho,O
29.0,d,O
29.0,adopted,O
29.0,by,O
29.0,respondent,B-DESIGNATION
29.0,on,O
29.0,them,O
29.0,or,O
29.0,by,O
29.0,playing,O
29.0,fraud,O
29.0,or,O
29.0,misrepresentation,O
29.0,"and,",O
29.0,"therefore,",O
29.0,she,O
29.0,did,O
29.0,not,O
29.0,ensure,O
29.0,its,O
29.0,compliance,O
29.0,in,O
29.0,the,O
29.0,manner,O
29.0,agreed,O
29.0,upon,O
29.0,in,O
29.0,such,O
29.0,illegal,O
29.0,and,O
29.0,enforcable,O
29.0,agreement.,O
29.0,"We,",O
29.0,"therefore,",O
29.0,see,O
29.0,no,O
29.0,justification,O
29.0,to,O
29.0,entertain,O
29.0,this,O
29.0,petition,B-DOCUMENT
29.0,as,O
29.0,in,O
29.0,our,O
29.0,opinion,O
29.0,it,O
29.0,does,O
29.0,not,O
29.0,disclose,O
29.0,debatable,O
29.0,issue,O
29.0,on,O
29.0,facts/law.,O
29.0,Learned,B-PERSON
29.0,counsel,I-PERSON
29.0,for,I-PERSON
29.0,the,I-PERSON
29.0,petitioner,B-DESIGNATION
29.0,s,B-PERSON
29.0,however,O
29.0,contended,O
29.0,that,O
29.0,the,O
29.0,petition,B-DOCUMENT
29.0,ers,O
29.0,may,B-DATE
29.0,be,O
29.0,given,O
29.0,some,O
29.0,more,O
29.0,time,O
29.0,to,O
29.0,pay,O
29.0,the,O
29.0,money,O
29.0,in,O
29.0,terms,O
29.0,of,O
29.0,the,O
29.0,agreement,O
29.0,dated,O
29.0,1.3.2013,B-DATE
29.0,(Annexure-,O
29.0,6).,O
29.0,Suffice,O
29.0,i,O
29.0,t,O
29.0,to,O
29.0,say,O
29.0,",",O
29.0,this,O
29.0,contention,O
29.0,cannot,O
29.0,be,O
29.0,accepted,O
29.0,by,O
29.0,this,O
29.0,Court,O
29.0,.,O
29.0,The,O
29.0,petitioner,B-DESIGNATION
29.0,s,O
29.0,in,O
29.0,our,O
29.0,view,O
29.0,are,O
29.0,always,O
29.0,free,O
29.0,to,O
29.0,approach,O
29.0,t,O
29.0,he,O
29.0,Bank,B-ORGANIZATION
29.0,and,O
29.0,request,O
29.0,for,O
29.0,extension,O
29.0,of,O
29.0,time,O
29.0,to,O
29.0,pay,O
29.0,.,O
29.0,It,O
29.0,is,O
29.0,then,O
29.0,for,O
29.0,the,O
29.0,Bank,O
29.0,to,O
29.0,decide,O
29.0,whether,O
29.0,to,O
29.0,grant,O
29.0,time,O
29.0,or,O
29.0,not.,O
29.0,We,O
29.0,neither,O
29.0,express,O
29.0,any,O
29.0,opinion,O
29.0,nor,O
29.0,we,O
29.0,go,O
29.0,into,O
29.0,these,O
29.0,issues,O
29.0,because,O
29.0,these,O
29.0,issues,O
29.0,solely,O
29.0,rest,O
29.0,with,O
29.0,the,O
29.0,Bank,O
29.0,to,O
29.0,consider,O
29.0,and,O
29.0,not,O
29.0,for,O
29.0,Court,O
29.0,to,O
29.0,decide.,O
29.0,It,O
29.0,is,O
29.0,for,O
29.0,these,O
29.0,reasons,O
29.0,",",O
29.0,we,O
29.0,find,O
29.0,no,O
29.0,merit,O
29.0,in,O
29.0,the,O
29.0,petition,B-DOCUMENT
29.0,which,O
29.0,thus,O
29.0,fails,O
29.0,and,O
29.0,is,O
29.0,hereby,O
29.0,dismissed,O
29.0,in,O
29.0,liminie.,O
29.0,No,O
29.0,cost.,O
,,O
30.0,While,O
30.0,staying,O
30.0,at,O
30.0,the,O
30.0,house,O
30.0,of,O
30.0,her,O
30.0,"husband,",O
30.0,Hasina,B-PERSON
30.0,lodged,O
30.0,an,O
30.0,"Ejahar,",O
30.0,in,O
30.0,"writing,",O
30.0,making,O
30.0,the,O
30.0,allegations,O
30.0,as,O
30.0,mentioned,O
30.0,above,O
30.0,against,O
30.0,her,O
30.0,husband.,O
30.0,Treating,O
30.0,the,O
30.0,said,O
30.0,"Ejahar,",O
30.0,as,O
30.0,First,B-DOCUMENT
30.0,Information,I-DOCUMENT
30.0,Report,I-DOCUMENT
30.0,(in,O
30.0,"short,",O
30.0,"'FIR'),",B-DOCUMENT
30.0,Borghat,B-POLICE_STATION
30.0,Police,B-POLICE_STATION
30.0,Station,I-POLICE_STATION
30.0,Case,B-CASE_NUMBER
30.0,No.,I-CASE_NUMBER
30.0,45,I-CASE_NUMBER
30.0,of,O
30.0,"1998,",O
30.0,under,O
30.0,Sections,B-SECTION
30.0,498A/342/302/506,I-SECTION
30.0,"IPC,",I-SECTION
30.0,was,I-SECTION
30.0,registered,I-SECTION
30.0,against,I-SECTION
30.0,the,I-SECTION
30.0,accused.,I-SECTION
30.0,During,I-SECTION
30.0,"investigation,",I-SECTION
30.0,police,I-SECTION
30.0,disinterred,I-SECTION
30.0,the,I-SECTION
30.0,skeletal,I-SECTION
30.0,remains,I-SECTION
30.0,of,I-SECTION
30.0,the,I-SECTION
30.0,dead-body,I-SECTION
30.0,of,I-SECTION
30.0,the,I-SECTION
30.0,baby,I-SECTION
30.0,from,I-SECTION
30.0,inside,I-SECTION
30.0,a,I-SECTION
30.0,grave,I-SECTION
30.0,in,I-SECTION
30.0,the,I-SECTION
30.0,compound,I-SECTION
30.0,of,I-SECTION
30.0,the,I-SECTION
30.0,house,I-SECTION
30.0,of,I-SECTION
30.0,the,I-SECTION
30.0,accused,B-DESIGNATION
30.0,and,B-SECTION
30.0,inquest,I-SECTION
30.0,"was,",I-SECTION
30.0,"then,",I-SECTION
30.0,held,I-SECTION
30.0,over,I-SECTION
30.0,the,I-SECTION
30.0,remains,I-SECTION
30.0,of,I-SECTION
30.0,the,I-SECTION
30.0,dead,I-SECTION
30.0,body,I-SECTION
30.0,of,I-SECTION
30.0,the,I-SECTION
30.0,said,I-SECTION
30.0,baby,I-SECTION
30.0,and,I-SECTION
30.0,the,I-SECTION
30.0,same,I-SECTION
30.0,was,I-SECTION
30.0,also,I-SECTION
30.0,sent,I-SECTION
30.0,for,I-SECTION
30.0,post,I-SECTION
30.0,mortem,I-SECTION
30.0,examination.,I-SECTION
30.0,The,I-SECTION
30.0,cause,I-SECTION
30.0,of,I-SECTION
30.0,death,I-SECTION
30.0,could,I-SECTION
30.0,not,I-SECTION
30.0,be,I-SECTION
30.0,medically,I-SECTION
30.0,determined.,I-SECTION
30.0,"However,",I-SECTION
30.0,on,I-SECTION
30.0,completion,I-SECTION
30.0,of,I-SECTION
30.0,"investigation,",I-SECTION
30.0,police,I-SECTION
30.0,laid,I-SECTION
30.0,"charge-sheet,",I-SECTION
30.0,under,I-SECTION
30.0,Sections,B-SECTION
30.0,498A/342/302/506,I-SECTION
30.0,"IPC,",I-SECTION
30.0,against,I-SECTION
30.0,the,I-SECTION
30.0,accused.,I-SECTION
,,O
31.0,The,O
31.0,"petitioner,",B-LEGAL_ROLE
31.0,who,O
31.0,has,O
31.0,been,O
31.0,identified,O
31.0,as,O
31.0,'D',O
31.0,(Doubtful),O
31.0,"voter,",O
31.0,has,O
31.0,filed,O
31.0,this,O
31.0,writ,O
31.0,"petition,",B-DOCUMENT
31.0,challenging,O
31.0,the,O
31.0,proceeding,O
31.0,that,O
31.0,has,O
31.0,been,O
31.0,initiated,O
31.0,against,O
31.0,him,O
31.0,by,O
31.0,the,O
31.0,Foreigners,O
31.0,"Tribunal,",O
31.0,Goalpara,B-LOCATION
31.0,vide,O
31.0,FT,B-CASE_NUMBER
31.0,Case,B-CASE_NUMBER
31.0,No.,I-CASE_NUMBER
31.0,5368/G/12,I-CASE_NUMBER
31.0,arising,O
31.0,out,O
31.0,of,O
31.0,district,O
31.0,Case,B-CASE_NUMBER
31.0,No.,I-CASE_NUMBER
31.0,793/2010.,I-CASE_NUMBER
31.0,Apart,O
31.0,from,O
31.0,claiming,O
31.0,that,O
31.0,initiation,O
31.0,of,O
31.0,such,O
31.0,proceeding,O
31.0,is,O
31.0,uncalled,O
31.0,for,O
31.0,in,O
31.0,view,O
31.0,of,O
31.0,the,O
31.0,fact,O
31.0,that,O
31.0,the,O
31.0,petitioner,B-DESIGNATION
31.0,is,O
31.0,an,O
31.0,Indian,O
31.0,"citizen,",O
31.0,the,O
31.0,said,O
31.0,proceeding,O
31.0,has,O
31.0,also,O
31.0,been,O
31.0,questioned,O
31.0,on,O
31.0,the,O
31.0,ground,O
31.0,of,O
31.0,pendency,O
31.0,of,O
31.0,a,O
31.0,suit,O
31.0,being,O
31.0,Title,B-CASE_NUMBER
31.0,Suit,I-CASE_NUMBER
31.0,No.,I-CASE_NUMBER
31.0,95/2012,I-CASE_NUMBER
31.0,in,O
31.0,the,O
31.0,Court,O
31.0,of,O
31.0,the,O
31.0,learned,O
31.0,Munsif,O
31.0,"No.1,",O
31.0,"Goalpara,",O
31.0,by,O
31.0,which,O
31.0,the,O
31.0,petitioner,B-DESIGNATION
31.0,as,O
31.0,the,O
31.0,plaintiff,B-LEGAL_ROLE
31.0,has,O
31.0,prayed,O
31.0,for,O
31.0,a,O
31.0,declaration,O
31.0,that,O
31.0,he,O
31.0,is,O
31.0,an,O
31.0,Indian,B-PERSON
31.0,citizen,I-PERSON
31.0,as,O
31.0,defined,O
31.0,in,O
31.0,the,O
31.0,Citizenship,B-LAW
31.0,Act,I-LAW
31.0,and,O
31.0,that,O
31.0,the,O
31.0,alphabet,O
31.0,"\""D\""",O
31.0,shown,O
31.0,against,O
31.0,his,O
31.0,name,O
31.0,in,O
31.0,the,O
31.0,electoral,B-DOCUMENT
31.0,roll,I-DOCUMENT
31.0,be,O
31.0,removed,O
31.0,entitling,O
31.0,him,O
31.0,to,O
31.0,cast,O
31.0,votes,O
31.0,in,O
31.0,elections.,O
,,O
32.0,This,O
32.0,writ,O
32.0,petition,B-DOCUMENT
32.0,is,O
32.0,directed,O
32.0,against,O
32.0,the,O
32.0,Annexure-N,B-DOCUMENT
32.0,order,I-DOCUMENT
32.0,dated,O
32.0,"22.8.2003,",B-DATE
32.0,by,O
32.0,which,O
32.0,the,O
32.0,learned,O
32.0,presiding,O
32.0,"officer,",O
32.0,Industrial,O
32.0,"Tribunal,",O
32.0,"Silchar,",O
32.0,declined,O
32.0,to,O
32.0,grant,O
32.0,approval,O
32.0,to,O
32.0,the,O
32.0,order,B-DOCUMENT
32.0,of,O
32.0,removal,O
32.0,passed,O
32.0,against,O
32.0,the,O
32.0,concerned,O
32.0,workman,O
32.0,pursuant,O
32.0,to,O
32.0,a,O
32.0,domestic,O
32.0,enquiry.,O
32.0,Such,O
32.0,approval,O
32.0,was,O
32.0,required,O
32.0,to,O
32.0,be,O
32.0,obtained,O
32.0,in,O
32.0,view,O
32.0,of,O
32.0,the,O
32.0,provisions,O
32.0,contained,O
32.0,in,O
32.0,Section,B-SECTION
32.0,33(2)(b),I-SECTION
32.0,of,I-SECTION
32.0,the,I-SECTION
32.0,Industrial,I-SECTION
32.0,Disputes,I-SECTION
32.0,"Act,",I-SECTION
32.0,1947.,I-SECTION
32.0,At,I-SECTION
32.0,the,I-SECTION
32.0,time,I-SECTION
32.0,of,I-SECTION
32.0,seeking,I-SECTION
32.0,the,I-SECTION
32.0,"approval,",I-SECTION
32.0,there,I-SECTION
32.0,was,I-SECTION
32.0,another,I-SECTION
32.0,reference,I-SECTION
32.0,pending,I-SECTION
32.0,by,I-SECTION
32.0,and,I-SECTION
32.0,between,I-SECTION
32.0,the,I-SECTION
32.0,"parties,",I-SECTION
32.0,which,I-SECTION
32.0,was,I-SECTION
32.0,registered,I-SECTION
32.0,and,I-SECTION
32.0,numbered,I-SECTION
32.0,as,I-SECTION
32.0,Reference,I-SECTION
32.0,Case,B-CASE_NUMBER
32.0,No.,I-CASE_NUMBER
32.0,9/95,I-CASE_NUMBER
32.0,and,B-SECTION
32.0,9/96.,I-SECTION
32.0,Be,I-SECTION
32.0,it,I-SECTION
32.0,stated,I-SECTION
32.0,here,I-SECTION
32.0,that,I-SECTION
32.0,as,I-SECTION
32.0,per,I-SECTION
32.0,the,I-SECTION
32.0,requirement,I-SECTION
32.0,of,I-SECTION
32.0,Section,B-SECTION
32.0,33(2)(b),I-SECTION
32.0,while,I-SECTION
32.0,removing,I-SECTION
32.0,the,I-SECTION
32.0,workman,I-SECTION
32.0,from,I-SECTION
32.0,service,I-SECTION
32.0,pursuant,I-SECTION
32.0,to,I-SECTION
32.0,the,I-SECTION
32.0,departmental,I-SECTION
32.0,"enquiry,",I-SECTION
32.0,he,I-SECTION
32.0,was,I-SECTION
32.0,offered,I-SECTION
32.0,one,I-SECTION
32.0,month's,O
32.0,wages.,O
,,O
33.0,The,B-PERSON
33.0,petitioner,B-DESIGNATION
33.0,is,O
33.0,aggrieved,O
33.0,by,O
33.0,the,O
33.0,Annexure-G,B-DOCUMENT
33.0,order,B-DOCUMENT
33.0,dated,O
33.0,"29.1.2005,",B-DATE
33.0,by,O
33.0,which,O
33.0,his,O
33.0,earlier,O
33.0,penalty,O
33.0,of,O
33.0,compulsory,O
33.0,retirement,O
33.0,was,O
33.0,reduced,O
33.0,to,O
33.0,that,O
33.0,of,O
33.0,reversion,O
33.0,to,O
33.0,the,O
33.0,lower,O
33.0,post,O
33.0,of,O
33.0,Watchman,B-PERSON
33.0,with,O
33.0,further,O
33.0,direction,O
33.0,to,O
33.0,fix,O
33.0,his,O
33.0,pay,O
33.0,scale,O
33.0,of,O
33.0,Watchman,O
33.0,at,O
33.0,the,O
33.0,stage,O
33.0,from,O
33.0,which,O
33.0,he,O
