id,entity_text,entity_label,score
72,election petitioner,Person,0.9672
72,election petition,Document,0.9805
73,30.12.1993,Date,0.7719
73,petitioner,Person,0.7291
73,18.12.2004,Date,0.6689
73,"Inspector of Schools, Cachar",Person,0.7212
73,petitioner,Person,0.682
73,"Assam Pay Commission Report, 2008",Document,0.8122
74,schedule to the plaint,Document,0.8142
74,Afazuddin,Person,0.928
74,plaintiff Nos.1 to 8,Person,0.7861
74,plaintiff No.9,Person,0.5775
74,defendant Nos.1 and 2,Person,0.6428
74,25.05.2002,Date,0.9254
75,Badiurzaman,Person,0.578
75,Bahadur Ali,Person,0.8955
75,Samsul Haque,Person,0.916
75,Late Badiurzaman,Person,0.8495
75,Patta No. 15,Document,0.7532
75,22.01.1998,Date,0.5452
75,Omed Ali,Person,0.8806
75,Somed Ali,Person,0.943
75,12.8.1981,Date,0.7026
75,Revenue Officer,Person,0.8131
75,Somed Ali,Person,0.9597
76,plaintiff,Person,0.6638
76,31.08.2001,Date,0.7843
76,"Civil Judge (Senior Division), Nagaon",Court,0.9227
76,Title Appeal No. 21/2001,Case Number,0.9503
76,24.04.2001,Date,0.7001
76,"Civil Judge (Junior Division), No. 1 Nagaon",Court,0.8957
76,Title Suit No. 74/1994,Case Number,0.919
76,learned trial Court,Court,0.628
76,plaintiff,Person,0.6978
76,20.12.2002,Date,0.5475
76,02.11.1987,Date,0.7859
76,plaintiff,Person,0.6218
77,written statement,Document,0.7679
77,written statement,Document,0.8061
77,plaintiff,Person,0.9354
77,plaintiff,Person,0.9574
77,defendants,Person,0.6179
77,plaintiff,Person,0.9566
77,Section 145 Cr.P.C.,Section,0.8453
77,RRT No. 235 of 1995,Case Number,0.9782
77,defendants,Person,0.6481
77,plaintiff,Person,0.9626
78,defendant Nos.1,Person,0.7121
78,defendant Nos.1,Person,0.6906
78,Mohammad Hussain,Person,0.8861
78,Taher,Person,0.9193
78,Wahid,Person,0.8853
78,Amijur,Person,0.9604
78,Amijur,Person,0.9785
78,defendant No.1,Person,0.7714
78,defendant No.1,Person,0.8384
78,Amijur,Person,0.9729
78,plaintiff,Person,0.6225
78,registered deed of sale No.4140/92,Document,0.6316
79,plaintiff,Person,0.6764
79,"Indian Companies Act, 1956",Law,0.9591
79,plaintiff,Person,0.5295
79,schedule,Document,0.624
79,Smti Nandi Gore,Person,0.8086
79,Rajesh Gore,Person,0.7883
79,defendant,Person,0.9208
79,"December, 1981",Date,0.6604
79,defendant,Person,0.9065
79,defendant,Person,0.9256
79,defendant,Person,0.9545
79,legal notice,Document,0.6422
79,09.10.1985,Date,0.5827
79,defendant,Person,0.9438
79,"31st October, 1985",Date,0.5055
79,defendant,Person,0.9373
79,defendant,Person,0.9497
79,schedule,Document,0.7319
80,The appellant,Person,0.5464
80,plaintiff,Person,0.953
80,annual patta No.19,Document,0.9847
80,schedule to the plaint,Document,0.7723
80,defendants,Person,0.7745
80,annual patta No.19,Document,0.9855
80,defendants,Person,0.7821
80,plaintiff,Person,0.9529
80,Dag No.85,Document,0.5846
80,annual patta No.19,Document,0.9894
81,15.06.2012,Date,0.8806
81,Annexure–8,Document,0.9123
81,writ petition,Document,0.6756
81,respondent no. 2,Person,0.9178
81,18.06.2012,Date,0.845
81,Annexure–9 of the writ petition,Document,0.9249
81,Annexure–10 of the writ petition,Document,0.9254
81,02.07.2012,Date,0.6549
82,writ petition,Document,0.5218
82,petitioner,Person,0.8951
82,28-6-2005,Date,0.5315
82,respondent No. 3,Person,0.8364
82,petitioner,Person,0.9113
82,writ petition,Document,0.6105
82,petitioner,Person,0.9013
82,14-10-1996,Date,0.6721
82,tenders,Document,0.5481
82,petitioner,Person,0.9085
82,tenders,Document,0.5909
82,08.11.1996,Date,0.6769
82,tenders,Document,0.5946
82,Sri Hemandrajit Thakuria,Person,0.671
83,petitioner,Person,0.7103
83,the petitioner,Person,0.6474
83,she,Person,0.5404
83,2003,Date,0.6394
83,she,Person,0.5278
83,advertisement,Document,0.8005
83,3.6.2007,Date,0.7043
83,advertisement,Document,0.831
83,subject wise list,Document,0.6401
84,Mr. GK Joshi,Person,0.6138
84,Learned senior counsel for the petitioner,Person,0.6131
84,Commissioner,Person,0.6173
84,section 264,Section,0.8201
85,Mr. A. Alom,Person,0.7672
85,petitioner,Person,0.9682
85,respondent No.7,Person,0.912
85,respondent No.7,Person,0.9571
85,petitioner,Person,0.9715
85,petitioner,Person,0.9747
85,petitioner,Person,0.9771
85,petitioner,Person,0.9596
85,respondent No.7,Person,0.9492
85,Mr. Nur Mohammad,Person,0.6256
86,Mr. S.K. Goswami,Person,0.8925
86,petitioners,Person,0.9213
86,Dr. B. Ahmed,Person,0.9297
86,Mr. J. Chutia,Person,0.8203
86,"respondent Nos.4, 5 and 6",Person,0.5039
86,article 226,Law,0.6259
86,Constitution of India,Law,0.7794
86,petitioners,Person,0.9254
86,Assistant Executive Engineer (Mechanical),Person,0.7355
86,petitioners,Person,0.9375
86,respondent Nos. 4,Person,0.5701
86,petitioners,Person,0.9316
86,respondent Nos. 4,Person,0.5
87,Mr. N. Dhar,Person,0.5724
87,Mr. M. Nath,Person,0.5442
87,Article 227,Law,0.9562
87,Constitution of India,Law,0.8159
87,Article 227,Law,0.948
87,30.9.2005,Date,0.9087
87,Misc. Case No.180 of 2004,Case Number,0.9735
88,NIT,Document,0.8604
88,07/02/2013,Date,0.8857
88,NIT,Document,0.8976
88,18/02/2013,Date,0.8857
89,Inspector of Police,Person,0.58
89,Special Branch Head Quarter of Assam Police,Police Station,0.5807
89,Kahilipara,Police Station,0.6617
89,Swapna Chakraborty,Person,0.8618
89,"December, 2008",Date,0.7457
90,Mr. A. Ali,Person,0.7493
90,petitioner,Person,0.9359
90,Ms. B. Das,Person,0.8251
90,Mrs. H. M. Phukan,Person,0.851
90,Tribunal,Court,0.5115
90,petitioner,Person,0.9311
90,petitioner,Person,0.9389
90,15.102012,Date,0.5637
90,Habil Seikh,Person,0.904
90,Ext.1,Document,0.835
90,petitioner,Person,0.9349
90,Ext.2,Document,0.7806
90,Job Card of NREGA,Document,0.7766
90,Ext.3,Document,0.7546
90,Ext.4,Document,0.7543
90,petitioner,Person,0.9412
91,petitioner,Person,0.6153
91,MMGS-II,Person,0.7324
91,show-cause notice,Document,0.9427
91,12-09-2006,Date,0.922
91,Regulation 6,Section,0.8928
91,petitioner,Person,0.5866
92,petitioner,Person,0.8453
92,High Court of Judicature at Allahabad,Court,0.9772
92,27.05.2005,Date,0.8123
92,petitioner,Person,0.8989
92,09.06.2005,Date,0.835
92,"ADIGP, GC, CRPF",Person,0.741
92,"Deputy Inspector General of Police, CRPF",Person,0.9009
92,"Deputy Inspector General of Police, CRPF",Person,0.9012
92,20.09.2005,Date,0.8384
92,petitioner,Person,0.8867
93,the workman,Person,0.9136
93,Industrial Tribunal at Dibrugarh,Court,0.5879
93,the workman,Person,0.9472
93,the workman,Person,0.9558
93,written statements,Document,0.9124
93,the workman,Person,0.9614
93,Management,Person,0.5054
93,the workman,Person,0.9354
94,petitioner,Person,0.9417
94,written statement,Document,0.6863
94,written statement,Document,0.8454
94,petitioner,Person,0.9315
94,petitioner,Person,0.9432
94,Jaynal Ali,Person,0.969
94,voter list,Document,0.5134
94,1965,Date,0.5983
94,1997,Date,0.8607
94,Rajab Ali,Person,0.8198
94,Kuran Ali,Person,0.8748
94,1997,Date,0.7327
94,petitioner,Person,0.9345
94,written statement,Document,0.8158
94,1997,Date,0.7872
94,written statement,Document,0.5263
94,petitioner,Person,0.9188
94,Hazarat Ali,Person,0.8479
94,written statement,Document,0.6789
94,petitioner,Person,0.9398
94,Jaynal Ali,Person,0.9879
95,petitioners,Person,0.8123
95,petitioners,Person,0.8529
95,petitioners,Person,0.9062
95,Respondent No.1,Person,0.8595
95,petitioners,Person,0.8727
95,tripartite agreement,Document,0.8212
95,petitioners,Person,0.8528
95,"3rd December, 2012",Date,0.762
96,Constitution of India,Law,0.7519
96,petitioner,Person,0.9353
96,respondent No. 4,Person,0.9035
96,petitioner,Person,0.953
96,respondent No. 4,Person,0.9363
96,petitioner,Person,0.9564
96,educated unemployed youth,Person,0.5742
96,national level sports woman,Person,0.5574
97,Mr. A. M. Buzarbaruah,Person,0.8957
97,petitioners,Person,0.9412
97,Mr. J. Handique,Person,0.8695
97,respondents,Person,0.5559
97,Article 226,Law,0.5287
97,Constitution of India,Law,0.8129
97,petitioners,Person,0.9293
97,petitioners,Person,0.95
97,petitioners,Person,0.9327
98,Mr. J. Ahmed,Person,0.722
98,Mrs. H.M. Phukan,Person,0.8373
98,Mr. M. Bhagabati,Person,0.8216
98,Morigaon,Police Station,0.948
98,IM(D)T case No. 179/2002,Case Number,0.9567
98,petitioners,Person,0.6254
98,IM(D)T Act,Law,0.9419
98,AIR 2005 SC 2920,Document,0.9066
98,FT(C) Case No. 105/2007,Case Number,0.9226
98,judgement and order,Document,0.7869
98,25/01/2013,Date,0.9698
98,petitioners,Person,0.6346
99,Mr. E. Ahmed,Person,0.8468
99,the petitioner,Person,0.8104
99,Mrs. H.M. Phukan,Person,0.8901
99,Ms. B. Das,Person,0.8822
99,Tribunal,Court,0.7104
99,Tribunal,Court,0.7622
99,the petitioner,Person,0.6452
99,written statement,Document,0.5353
99,1968,Date,0.6068
99,written statement,Document,0.7331
99,1997,Date,0.5614
100,W.P.(C)No.2647/06,Case Number,0.9645
100,W.P(C)No.5332/05,Case Number,0.9558
100,five persons,Person,0.6052
100,five persons,Person,0.6864
100,this court,Court,0.9398
100,judgment and order,Document,0.7734
100,27.01.2009,Date,0.9602
100,five persons,Person,0.7251
100,five persons,Person,0.7393
100,this court,Court,0.9545
101,Mr. G Uzir,Person,0.7814
101,petitioner,Person,0.9346
101,Mr. J. Handique,Person,0.8293
101,Mr. C. Baruah,Person,0.8034
101,suspension order,Document,0.7766
101,29.12.2001,Date,0.907
101,show-cause notice,Document,0.928
101,29.11.2002,Date,0.8138
101,petitioner,Person,0.9517
101,petitioner,Person,0.9385
101,29.12.2001,Date,0.8871
101,petitioner,Person,0.952
101,Petitioner,Person,0.8383
101,31.12.2001,Date,0.6438
